112816 263397473.1530
28665 20131 5152.0290
126150 32536 5152.1160
63218 67992 5152.1300
75652 4717 5152.1500
102029 49040 5152.1760
127077 112632 5152.1770
39613 84537 5152.3080
119981 60872 5152.6180
38812 19556 5152.6900
52075 82384 5152.6970
27163 33411 5152.7260
83180 98100 5152.7690
56566 65574 5152.9410
16707 72680 5153.1840
120353 100920 5153.2120
66192 90772 5153.8120
21068 78482 5153.8810
65237 118419 5154.0980
28852 10345 5154.7280
109211 81993 5154.7470
13990 44209 5154.9260
83957 58293 5155.1260
81470 21623 5155.3250
45268 121437 5155.5530
115861 12177 5155.6940
17193 61328 5155.7660
126279 80796 5156.1810
8977 113414 5156.3080
63646 106587 5156.3400
92516 30575 5156.6370
19067 70263 5156.8770
50719 123107 5157.2380
67458 59398 5157.5570
44466 75426 5157.6060
14839 103273 5157.6440
9987 62566 5157.7260
71751 114140 5157.9840
84822 76110 5158.0230
33104 41373 5158.0380
75515 75670 5158.2230
109262 121635 5158.3380
10331 102937 5158.4170
86449 77125 5158.4270
48327 43948 5158.8950
32275 103184 5159.0440
75480 7081 5159.1170
31819 36480 5159.5400
39067 40262 5159.7230
48656 126951 5159.8200
64466 47347 5160.4350
125802 87646 5160.4850
125879 4078 5160.6540
19549 120918 5160.7120
128764 57022 5160.8230
39707 97391 5160.8350
85484 112597 5161.0160
70191 61456 5161.1580
101938 91219 5161.2060
18761 14616 5161.3270
59749 43846 5161.5390
47945 88782 5161.5480
63596 72360 5161.8210
87454 104613 5161.9930
84567 93281 5162.0020
124032 117977 5162.0700
125039 63782 5162.5900
43410 124550 5162.6900
43126 6929 5163.4770
49823 61030 5164.0370
110860 73974 5164.2910
54976 44602 5164.4550
11272 44317 5164.5700
90051 46293 5165.1670
47743 56202 5165.3460
26197 72956 5165.5950
44082 39806 5165.7700
81846 13631 5166.0230
93250 70946 5166.1560
101716 115070 5166.2660
66016 97689 5166.5210
92712 105212 5167.4320
84536 55822 5167.6340
47632 106438 5167.9540
11043 72941 5167.9750
111963 30139 5168.5490
118781 30389 5168.7030
128848 94087 5168.7180
45166 39664 5168.7370
43025 57001 5169.4450
74473 12523 5169.4690
101873 121239 5169.6940
126190 114605 5170.3390
112430 120460 5170.4360
110012 82262 5170.5340
100242 43406 5170.7210
57693 129139 5170.7390
122581 77419 5170.8540
115511 60373 5170.8720
69206 121119 5171.0930
70713 56831 5171.5700
76399 117688 5171.9380
117278 18161 5171.9540
6009 86520 5172.0180
88239 58947 5172.0970
103552 22533 5172.5240
71732 12746 5172.7880
57469 39961 5172.7960
123203 118217 5173.1480
26242 24853 5173.2080
5563 73897 5173.7220
94569 20693 5173.7390
26302 13387 5173.7760
14756 56106 5173.9930
82515 121497 5173.9970
17541 59887 5174.0690
80957 124253 5174.3630
123602 86909 5174.3680
18916 119366 5174.4920
33525 62643 5174.5510
89686 27269 5174.5610
78758 34373 5174.6660
116341 107388 5174.7730
98034 18436 5174.9550
26936 81353 5175.4390
821 89934 5175.7350
1475 79441 5175.7750
1862 68546 5175.7960
16640 25044 5175.8170
91058 33342 5175.9480
106175 91123 5175.9590
46303 83318 5175.9810
23311 37374 5176.1070
49881 116138 5176.6960
69629 9860 5176.7370
67631 111711 5177.1650
41578 105668 5177.2120
15626 42675 5177.2940
21019 86886 5177.3200
72459 1430 5177.5270
127133 35420 5177.5560
109724 33129 5177.9870
75095 67676 5178.3950
32030 8914 5178.4930
40029 20065 5178.7930
7622 128932 5178.9640
8397 64529 5179.0780
95587 66476 5179.0820
109126 122073 5179.6510
23732 75811 5179.6890
13827 109450 5180.1040
119039 35845 5180.2250
39041 69368 5180.9120
42785 89571 5181.0580
12208 125360 5181.1590
115808 29396 5181.1730
110196 70983 5181.2580
58553 74015 5181.3310
70827 19110 5181.7420
120011 3516 5182.0530
67805 93416 5182.0690
41878 37600 5182.0700
74361 1230 5182.2830
75648 96095 5182.8490
3836 19409 5182.8860
98849 96076 5182.9350
87842 56376 5183.0540
102321 14842 5183.0850
40419 77135 5183.1980
275 63219 5183.3770
69369 79247 5183.8240
99789 61659 5183.8630
17069 81175 5183.8690
101104 75816 5184.0440
107572 92392 5184.2230
9488 18830 5184.4010
68229 25745 5184.4520
46181 15091 5184.6560
101291 62021 5185.4990
14904 113357 5185.6640
92298 93498 5185.7330
44105 15205 5186.2010
8716 107148 5186.6240
50711 73476 5186.7690
51879 83032 5187.0670
27444 35772 5187.3580
472 17765 5187.7030
77027 27015 5187.8170
28393 77254 5188.0400
82694 83794 5188.4960
23971 57025 5189.2370
125950 71862 5189.3410
27575 111155 5190.1170
114016 22815 5190.1410
21615 118282 5190.2850
124166 65749 5190.2870
15940 35527 5190.3230
87549 123382 5190.4050
77382 99315 5191.0230
88502 64016 5191.1140
126965 114286 5191.2600
30431 99976 5191.4460
53431 31216 5191.7160
128390 48265 5191.9580
94765 125639 5192.1660
94020 10978 5192.2330
119515 9410 5192.2840
115284 18578 5192.9310
30781 47110 5193.1690
53776 39666 5193.3410
34588 73312 5193.3520
892 25346 5193.7010
35561 2316 5193.7090
54203 124520 5193.7720
1779 102754 5193.9960
85706 111046 5194.1620
115787 35836 5194.3580
66213 99652 5194.4490
94334 42585 5194.7220
124265 122495 5194.7520
26408 34366 5194.8660
3272 96738 5194.8830
65285 127490 5194.9050
113801 4178 5194.9680
84117 115153 5195.0760
24843 26923 5195.1610
42479 28076 5195.2140
77607 124797 5195.2980
113752 64592 5195.6700
1365 37257 5196.0450
55253 48402 5196.3960
92318 49715 5196.5010
93641 90582 5197.1950
13091 114857 5197.7290
9010 68562 5198.0010
52948 88740 5198.3330
126300 123482 5198.3850
43545 62849 5198.6410
40703 125145 5198.8150
44419 36749 5198.8940
114873 102449 5199.0150
47717 64076 5199.1610
8394 37030 5199.6420
75758 39924 5200.1530
9664 51346 5200.3850
73662 38429 5200.5560
77840 112034 5200.7870
55310 104882 5200.8740
32493 119664 5200.9020
109511 62775 5201.8080
88346 77873 5202.0630
101579 50851 5202.1210
28843 30508 5202.3420
12128 84476 5202.6970
85358 10633 5202.7290
19300 104457 5202.9650
65543 78769 5203.0210
1095 1728 5203.2990
33243 53649 5203.4470
113411 76794 5204.0640
109704 53013 5204.4260
122709 116980 5205.1810
28409 29227 5205.3430
81576 107387 5205.5470
40739 109236 5205.7120
1390 1080 5205.8310
2091 43938 5206.0920
62366 116643 5206.1390
33709 45764 5206.3060
30688 47597 5206.3320
55385 8397 5207.1570
32113 127590 5207.3870
120956 106546 5207.3940
48841 39273 5207.8650
51340 21273 5208.0350
17500 41898 5208.3380
47293 88197 5208.4570
114657 73023 5208.4600
1983 96625 5208.6030
14448 3001 5208.6040
76100 7610 5208.9290
99926 110642 5209.0960
127041 69705 5209.3840
48155 43022 5209.5320
69592 16218 5209.5640
110644 41865 5210.0190
91151 70959 5210.1090
123711 104922 5210.2240
55895 81944 5210.3470
43555 42393 5210.5550
16925 103588 5210.7780
22721 127494 5210.7810
42543 109371 5210.8200
4289 63138 5210.9400
70192 47127 5211.2600
76173 30408 5211.4100
128271 3161 5211.5060
115350 72723 5211.7590
7717 51480 5211.8020
48318 17420 5212.0040
31536 117310 5212.4610
2363 104043 5212.8240
100303 80055 5212.9060
35650 106803 5212.9640
97550 99645 5212.9870
126212 12512 5213.0630
90977 68068 5213.2330
58169 83986 5213.3790
127462 67778 5213.4520
96608 122716 5213.5860
82872 48544 5213.9520
88133 108537 5214.0060
63091 46044 5214.0740
126752 124892 5214.2110
59465 107154 5214.4010
74396 48511 5214.4660
11722 69822 5214.8900
74700 128866 5215.3830
64515 78053 5215.4160
52749 82293 5215.7550
12929 72104 5215.9380
31386 52350 5216.0200
55073 29330 5216.2610
118332 27866 5216.2660
89438 88145 5216.6560
79856 25251 5216.9280
85471 80891 5217.3720
111032 115032 5217.5410
92237 107564 5217.7940
84278 83703 5217.8000
51388 2448 5218.3070
123335 92977 5218.4670
76478 94857 5218.6820
16705 128837 5218.8020
66208 42450 5218.9250
685 61938 5219.0190
14676 126637 5219.0580
95307 77841 5219.3670
58525 115492 5219.3760
13880 45730 5219.4470
82358 106695 5219.7840
84474 59656 5219.8400
3239 101499 5219.9720
45560 71762 5220.1460
9899 112042 5220.1740
101794 75940 5220.3490
10598 109924 5220.4280
110148 107602 5220.4740
119779 69822 5220.6130
34984 73495 5221.2210
97039 117351 5221.3130
68480 69873 5221.5560
11599 90598 5221.6780
117980 10091 5221.7870
66454 26478 5222.0220
45845 125902 5222.1680
5834 68890 5222.2200
109423 112221 5222.3620
29027 30511 5222.4990
20211 86078 5222.7770
23030 119084 5223.1280
86732 47086 5223.6440
27576 119039 5223.8760
33538 62270 5225.2420
11802 33098 5225.5550
49732 72968 5225.8240
30883 1683 5225.8360
95512 79398 5226.0820
68556 15437 5226.3470
121530 91891 5226.3730
46911 68047 5226.5520
84559 124952 5226.5720
85463 80158 5226.7950
127884 86618 5226.8150
17050 24758 5227.1490
116739 104051 5227.1720
15550 113437 5227.4040
27519 6721 5227.5460
38895 80360 5227.5820
61845 8337 5227.5970
97227 65117 5227.7690
49647 45355 5227.9520
33477 79695 5228.1260
50051 67098 5228.1620
87759 88272 5228.4140
27840 10608 5228.5430
1236 35 5228.6190
67121 86549 5229.2100
52647 74380 5229.2120
102292 62246 5229.4020
103655 32768 5229.4810
57340 39895 5229.5950
15262 65183 5229.9360
73338 118019 5230.1730
125729 51826 5230.5400
61320 128415 5230.6200
103425 128041 5230.6460
41596 721 5230.7570
10342 77745 5230.9450
105626 46016 5230.9740
16873 123442 5231.0700
11956 10684 5231.2390
79076 58233 5231.6890
31084 82487 5231.7620
102350 119526 5232.0540
5519 7212 5232.5160
23085 116532 5232.9970
97177 13633 5233.0360
8887 16371 5233.0560
58159 114444 5233.2920
122932 26382 5233.3670
69490 36547 5233.4540
111471 47335 5233.4770
6520 86504 5233.4910
78700 54053 5233.5270
30988 52068 5234.0050
17919 4449 5234.7840
59315 52349 5234.8370
18348 48470 5235.0070
37023 44055 5235.0120
13622 122504 5235.4530
48324 125184 5235.5260
77232 1009 5235.9530
96905 42513 5236.1160
102612 8747 5236.1930
54515 58463 5236.5240
71647 15844 5236.6010
92660 18541 5236.6270
53702 111460 5236.8160
23652 125171 5236.9780
117462 61572 5237.2530
84913 26834 5237.3240
11006 7827 5237.4240
9420 8824 5237.6330
5390 79800 5237.9010
77606 21152 5237.9500
7152 49901 5238.2180
47847 93078 5238.3050
41645 48326 5238.8200
125933 41918 5238.8460
85896 14636 5238.8500
21607 77085 5239.0460
51839 106947 5239.6560
14717 118660 5240.3120
86179 65010 5240.3560
57079 68971 5240.4680
51121 120184 5240.6530
96111 103326 5240.6600
63630 106607 5240.6810
22602 15579 5240.7310
93367 33485 5240.7670
49252 89103 5240.8240
60344 62393 5240.8610
63955 105311 5241.8250
67818 41320 5241.9250
80651 57662 5242.4500
105876 107474 5242.5880
63850 16381 5242.6840
85707 69259 5243.0290
28474 104115 5243.7190
83798 4595 5243.8500
125557 70479 5243.8610
114 42982 5244.0800
70444 4841 5244.2100
38717 48054 5244.3900
19957 4759 5244.4120
30088 46490 5244.5210
11567 101471 5244.8400
25090 102938 5244.8650
51729 128909 5245.4040
62100 72853 5245.4410
36608 38778 5245.4530
72704 37255 5245.8460
23322 62579 5245.9740
98767 6837 5246.4350
84076 97926 5246.5870
108447 52430 5246.7030
87218 13205 5246.8520
8161 91868 5246.8560
39170 79810 5246.9950
38566 109934 5247.1050
80261 45977 5247.3990
105007 91893 5247.7760
70675 128195 5248.2850
103969 33323 5248.3430
67798 36338 5248.4080
109276 13341 5248.5130
6014 84868 5249.1040
23091 81921 5249.1390
75705 11558 5249.1540
50952 105235 5249.3320
96043 48447 5249.3680
49883 93833 5249.7060
106993 4125 5249.7690
114037 82824 5249.9080
35953 45128 5250.0130
41677 74952 5251.0090
106321 65749 5251.1370
59524 74518 5251.4620
119420 17056 5251.6430
70835 66682 5252.0750
80402 56102 5252.3300
53426 119754 5252.3440
21240 118348 5252.6130
129144 100920 5252.6410
2101 48230 5252.8820
75296 45391 5253.2480
18415 59849 5253.5410
32739 109838 5253.7150
78737 101150 5253.8790
32030 126489 5253.8840
40016 129087 5254.3140
64252 30806 5254.8950
84985 125550 5255.0610
105511 73352 5255.0870
109396 106551 5255.2500
68921 106906 5255.4880
66661 80209 5255.7730
113567 122226 5256.0950
102146 109393 5256.3390
113093 83378 5256.7760
33197 76449 5256.9810
18574 81792 5257.0260
43148 83963 5257.2370
63029 67776 5257.4250
122624 45949 5257.6260
91208 488 5258.0130
46893 16335 5258.4250
45665 51403 5258.6300
29078 90172 5258.7790
59622 28668 5259.3060
79927 83898 5259.3230
9902 99240 5259.3470
105763 116564 5259.4310
104398 69053 5259.5310
61180 9287 5259.5700
65126 118213 5259.6600
50184 53788 5259.8150
14317 20626 5260.0410
96618 57749 5260.8430
26069 56982 5260.9890
50101 122985 5261.0260
110092 2067 5261.2700
114502 40376 5261.3630
61035 110 5261.4950
114788 116584 5261.6620
107660 34060 5261.6820
62478 51521 5262.3470
59706 67437 5262.4910
5938 104152 5262.7040
22591 118394 5262.9600
92438 30537 5263.0130
2904 128483 5263.0210
30722 81979 5263.1340
35408 101662 5263.2050
11813 102527 5263.3540
52557 58140 5263.7190
78837 108932 5263.7520
34223 88825 5263.9220
117340 117564 5264.0610
4064 57421 5264.2530
61618 26717 5264.3650
88418 94139 5264.5710
93565 70350 5264.8490
67263 81799 5265.1400
19928 25450 5265.3080
63968 28814 5265.5510
103431 59988 5265.8350
12998 93358 5266.6060
124274 20682 5266.7610
127233 76738 5266.9470
98019 47230 5267.5260
16084 122439 5267.8290
103023 12454 5267.8690
14989 30173 5267.9580
32477 29332 5268.3420
72351 110795 5268.3730
95242 72590 5268.7080
20980 123302 5268.7900
22126 68587 5269.2180
86448 30012 5270.2500
60143 78565 5270.3600
58184 69172 5270.5210
120575 27626 5270.6590
87081 75753 5270.7350
72043 35507 5271.7960
113995 120042 5272.0480
59244 97849 5272.3590
4620 75034 5272.4690
88158 16643 5272.5220
60607 114451 5272.5330
101271 82133 5272.6450
99749 86670 5272.8950
76026 95199 5273.1350
103214 70197 5273.3460
96420 82590 5273.6720
21978 109109 5273.7320
111282 26758 5273.7630
121996 109974 5273.8370
87305 83747 5273.9440
87292 8199 5273.9510
123363 29913 5273.9600
90617 49973 5274.1880
49241 92884 5274.5130
58149 54416 5274.7200
41401 68293 5274.9690
63491 86040 5275.0750
47192 103676 5275.1400
113916 110567 5275.1810
13606 56332 5275.3620
32421 56641 5275.6850
18372 96347 5275.9670
121881 71112 5276.0970
40369 3574 5276.1170
19847 78847 5276.6960
81352 27431 5276.8990
20966 55159 5277.1080
109683 16128 5277.2960
33287 38376 5277.4780
60124 51292 5277.6050
99512 4777 5277.6570
77459 92692 5277.6990
46629 90697 5277.7020
85856 112601 5277.9530
116097 3205 5278.1110
101010 50944 5278.3700
50766 64388 5278.6430
87454 66957 5278.8060
32286 121944 5279.0310
11681 88861 5279.0590
55488 106 5279.3230
11165 120044 5279.7030
20023 118164 5279.8680
30604 55859 5280.0310
40129 84375 5280.3300
12930 98120 5280.4480
18323 34341 5280.4830
5885 12833 5280.4890
113333 113119 5280.7790
79463 19973 5281.2880
12635 65090 5281.3940
58253 50675 5282.4180
56152 49802 5282.9600
19722 94778 5283.0520
32969 18421 5284.4090
106261 36946 5284.5810
127779 63774 5284.7520
112788 42300 5284.8600
23453 4516 5285.0220
74678 113591 5285.3170
115261 12329 5285.3460
55657 73601 5285.5120
21637 67733 5285.7880
80662 60930 5285.7980
53447 68693 5285.8190
3016 94216 5285.8500
64201 5846 5285.8600
20804 90352 5285.8620
64299 50207 5286.0720
95625 59863 5286.2690
99991 102696 5286.3750
79236 123515 5287.2250
57019 128245 5287.3360
30478 49133 5287.3740
6234 802 5287.5960
32635 65357 5287.9090
24403 46682 5287.9900
74778 25733 5288.4860
44696 92443 5288.6320
117608 92513 5289.0260
103995 122617 5289.0910
97924 126523 5289.1630
96288 97219 5289.6880
115987 64767 5289.9830
2945 53786 5290.3630
44637 14855 5290.3870
27825 38948 5290.9260
15059 47585 5291.4270
109654 127068 5291.4540
29345 49204 5291.9910
92855 123770 5292.1490
26842 67202 5292.3020
39837 39535 5292.4570
66960 98441 5292.5180
105247 7265 5292.8540
54416 44328 5292.8990
936 25621 5292.9230
129094 27461 5292.9990
67926 112830 5293.0230
32715 27083 5293.4450
104790 124764 5293.7810
25195 58892 5293.9740
108589 125851 5294.4370
77732 114598 5294.5800
2763 17091 5294.6180
36111 29053 5294.9180
82479 81044 5295.0040
68705 26519 5295.1460
32971 7655 5295.7520
111631 84146 5296.2760
37040 81174 5296.5050
31824 50572 5297.7350
127742 73783 5297.8850
13616 92154 5297.9990
75505 80632 5298.9220
10098 115938 5299.0840
8964 85504 5299.2780
1042 128245 5299.5480
15284 90028 5299.6190
23088 92751 5299.7040
97773 25624 5299.7490
94852 31073 5299.9640
60312 107629 5299.9830
78249 128160 5300.1060
6066 47511 5300.3220
125895 108835 5300.8420
76402 46551 5301.1820
125938 97517 5301.5320
29039 35557 5301.7030
118661 50239 5302.0160
37986 40610 5302.2700
95996 114450 5302.4180
5587 71751 5302.4780
21283 85305 5303.2740
96309 24921 5303.5880
23409 4472 5303.6970
108848 93878 5304.0680
33550 80532 5304.3850
84070 13020 5304.4930
15797 39386 5304.6100
85240 121663 5304.9670
41731 109650 5305.0620
38694 122691 5305.3270
7337 91908 5305.5600
98675 31755 5305.7820
21771 107863 5305.9550
13683 15944 5306.0660
107173 72427 5306.5480
47665 114066 5306.7880
107661 46055 5307.8250
73237 9862 5307.8670
28388 80886 5308.3510
60374 67818 5308.4230
104829 43102 5308.6640
6221 91966 5308.8790
101968 14158 5309.3870
52064 104220 5309.5990
73548 99270 5309.7650
22265 31483 5310.1680
61135 128726 5310.2950
73286 37371 5310.3300
86346 4096 5310.9920
65651 91490 5311.0220
44487 119674 5311.0990
20066 3522 5311.3900
37505 90307 5311.7170
99777 1019 5311.7570
83396 89706 5311.9200
40286 64796 5312.3680
36519 106150 5312.9520
79738 35075 5313.3120
127752 38703 5313.3260
70018 38943 5313.9370
57309 12651 5314.1500
72384 127036 5315.2600
7395 71659 5315.5840
109741 102088 5315.5930
71373 105024 5316.2560
104721 4201 5316.2840
39858 48675 5316.3590
68771 9330 5316.4430
101789 29270 5316.5270
110217 25961 5316.5660
33681 10962 5316.8060
75468 45443 5316.8590
14417 105841 5317.1350
96552 31673 5317.1720
29486 13322 5317.2470
119355 87779 5317.5880
41274 15190 5317.7330
81232 124628 5317.8070
58535 63848 5317.8790
78915 72395 5317.9020
31736 21482 5317.9240
115378 7208 5318.1000
95471 100928 5318.3790
39410 15458 5318.9530
125249 96197 5319.1440
21773 71798 5319.2650
101123 12714 5319.4270
13064 82227 5319.5920
75821 51255 5319.7170
75742 109581 5319.9150
68865 55018 5320.0430
19013 89493 5320.7010
88098 67423 5320.7850
75977 113876 5320.8860
120574 74275 5321.1230
83037 52758 5321.3160
123184 7558 5321.4250
110868 24854 5321.4380
118691 76048 5321.5380
72255 114438 5321.6550
119729 94480 5322.5660
81971 70153 5322.6230
88663 4546 5322.8150
16624 47452 5322.9500
118397 87136 5322.9520
127947 37242 5323.0090
73666 16338 5323.1650
90748 93099 5323.4890
112189 44589 5323.4960
7924 75644 5323.6190
104004 27883 5323.7340
9318 29151 5324.9150
98159 29286 5325.0060
59348 65806 5325.1490
72369 66708 5325.7970
48705 11222 5326.0340
112898 104589 5326.1860
10662 126402 5326.2100
83082 114084 5326.8800
14496 48315 5327.1500
101465 117929 5327.8580
101058 109486 5327.9370
80903 9562 5328.0250
17150 93208 5328.1080
108860 76602 5328.1150
60983 63216 5328.4980
74774 114824 5328.5640
93329 112456 5329.0010
68345 29512 5329.0480
27019 21625 5329.0680
110592 127690 5329.2270
51235 125913 5329.3920
99392 91633 5330.2300
35800 106893 5330.3810
87983 80170 5330.7910
98616 128249 5330.9340
107511 25496 5331.1220
73176 62682 5331.1880
74616 82393 5331.8720
121207 89610 5331.9090
95816 13025 5332.0040
68586 70031 5332.2410
8654 123815 5332.4910
41730 126608 5332.5750
35570 69660 5332.6340
43671 70277 5332.6460
73421 117996 5332.9760
31187 7586 5333.2750
15444 23341 5333.3460
9791 66508 5334.1720
17358 65831 5334.3020
87152 48881 5334.4360
34802 99891 5334.5810
93685 34817 5334.6680
48700 33698 5334.9790
2661 128786 5335.0220
116221 48707 5335.0660
84583 53569 5335.5060
75165 119973 5335.9960
124346 123461 5336.5100
38400 39296 5336.8170
899 28502 5336.9560
112006 62835 5337.1140
99980 42406 5337.2030
121665 21199 5337.2960
123035 119110 5337.4660
9371 61868 5337.7970
81889 118163 5337.8050
15115 58128 5338.3690
32249 6683 5338.4960
28981 103772 5338.5610
113875 85077 5338.6540
19520 116567 5338.8230
87849 49763 5339.4890
32214 66144 5339.8390
111393 29320 5340.2540
83285 110443 5340.3280
114677 9019 5340.3960
23328 30320 5340.3990
34245 37206 5340.4050
116401 65847 5340.6470
114397 8708 5340.8410
108068 13761 5340.9900
39870 23699 5341.0290
49782 20515 5341.3630
50977 20819 5341.4030
69474 69420 5341.7450
45822 54800 5342.1010
21575 10069 5342.1520
39110 15141 5342.4240
100749 108961 5342.5130
69180 6960 5342.7520
111733 83442 5343.3350
117818 86264 5343.6330
38524 12467 5343.8230
58942 30732 5343.9150
79731 37929 5344.0290
60316 49002 5344.4410
13677 107956 5344.4850
109420 30495 5344.4900
44661 11433 5345.1060
70462 81679 5345.2010
92290 32808 5345.2050
89598 16439 5345.4040
22400 84380 5345.5250
117029 49795 5345.6470
83480 48852 5346.3790
125697 92982 5346.6090
17388 57424 5346.6480
53641 113798 5346.6870
69738 68147 5346.7490
95485 1094 5346.8220
63182 52001 5347.0770
19810 95156 5347.0980
77631 96317 5347.1960
7578 27958 5347.2170
7442 67193 5347.6930
124084 108964 5347.7160
59939 36904 5348.0260
119328 10041 5348.2660
6139 109674 5348.4570
76122 94689 5348.4700
120515 88155 5348.7190
88074 29267 5348.9880
62838 23518 5349.1310
39572 54600 5349.5460
115150 51629 5349.7040
115417 33975 5350.0250
34095 80471 5350.2340
27596 102326 5350.8820
102972 86726 5351.0380
129201 20193 5351.1880
28574 83746 5351.5490
108669 73058 5351.6190
125247 56427 5351.9080
75514 107921 5351.9630
88262 27755 5352.0200
19220 43355 5352.1800
12943 108171 5352.2540
45396 116008 5352.5460
124069 42427 5352.6690
53623 50229 5353.8070
12176 71058 5353.8620
5709 5940 5353.9600
90775 13422 5354.0740
95522 16964 5354.3680
25570 38568 5354.4380
83614 97997 5354.6140
693 79576 5354.6700
21160 42011 5354.8640
96460 113959 5355.2800
82585 107874 5355.5400
42172 2338 5355.8710
46758 29376 5356.0340
105130 68662 5356.6230
101048 120366 5356.9240
25843 94639 5357.0940
74543 54916 5357.5910
86708 39489 5357.8380
93768 30482 5357.9120
63999 51627 5357.9150
65734 30005 5358.5420
54363 77871 5358.7110
109034 118178 5359.0010
98429 85408 5360.2420
80554 109871 5360.3500
47025 90320 5360.6660
112655 33076 5360.6700
46530 51929 5361.0700
114948 17759 5361.2210
86636 105582 5361.2670
32954 79226 5361.3080
35380 116995 5361.4110
119831 76464 5361.4260
26663 127031 5361.6150
52105 47470 5362.0780
67258 3942 5362.3070
86643 113200 5362.4920
120235 17359 5362.8380
66254 112045 5363.8310
81424 68753 5363.8910
11223 118420 5364.3180
75391 40936 5364.5840
124433 2422 5364.7670
82057 97241 5364.7820
16691 107867 5365.0670
67607 54818 5365.9460
18175 67525 5366.1110
69594 46793 5366.1220
3283 66971 5366.6650
27669 94319 5366.7600
118108 30055 5366.8130
128362 79632 5367.0060
31617 101705 5367.0180
91302 3737 5367.0610
31968 62717 5367.2660
12652 67333 5367.7270
114577 64220 5368.1230
73517 83953 5368.6980
11850 43518 5368.8470
103507 41598 5368.8990
108800 103476 5369.2410
125065 89048 5369.4040
48263 122229 5369.9090
21028 72236 5370.1610
10615 71770 5370.2870
11100 19686 5370.4900
32480 67520 5370.7860
46722 42629 5370.8300
22438 85781 5371.3360
111289 124375 5371.4660
61015 45336 5371.4790
9390 85780 5371.4890
104190 67369 5371.8000
95644 96321 5372.0950
17987 92217 5372.4130
70732 20514 5372.4320
119398 84665 5372.4970
108119 79213 5372.8310
98136 48682 5372.8570
20009 109460 5372.9130
82668 9830 5372.9260
10729 97457 5373.1150
22259 16943 5373.2110
1671 95396 5373.3720
45303 52348 5373.3860
93943 20032 5373.4320
90487 33784 5373.5720
125539 70022 5373.7550
46271 79371 5374.6560
107693 77943 5374.6990
104926 49870 5374.7740
25301 102133 5374.8150
76734 25282 5374.8640
3085 32416 5375.3790
79222 122592 5375.5060
62708 9204 5375.5480
100542 5330 5375.7060
15245 102787 5375.8030
65748 117433 5376.0230
104786 37181 5376.1200
26596 103607 5376.5120
112408 66994 5376.5450
62079 27139 5376.7420
11646 110071 5376.8620
70291 103350 5376.9890
93731 93454 5377.7070
801 124512 5377.9140
30202 102636 5378.5270
95308 108090 5378.5710
116631 112930 5379.1040
102554 102897 5379.2190
59253 2691 5379.3560
73761 107601 5379.3690
42558 90021 5379.7680
17231 115314 5379.8080
111349 6091 5380.5410
94292 120767 5380.5700
31824 72707 5380.9700
53778 50932 5381.5110
53592 26267 5382.5550
42212 122255 5383.3220
594 72132 5383.5150
63084 113697 5383.8010
122798 104383 5384.1600
111317 68651 5384.2170
10195 124499 5384.3260
44834 101792 5384.7590
9071 17497 5385.2990
67713 101458 5385.3680
60933 9544 5385.4120
92087 514 5385.8490
124410 69114 5386.2070
38930 88206 5386.5050
73083 119697 5386.5130
13648 56029 5386.9570
67465 26388 5386.9730
104205 48923 5386.9930
38195 18938 5387.2260
32074 54023 5387.2810
44285 69705 5387.6070
34134 78293 5387.6780
45954 58005 5387.7390
10597 21224 5387.9000
62223 100098 5387.9840
85389 103764 5387.9980
54375 64094 5388.0400
57615 62649 5388.0580
80061 105286 5388.2130
117559 8379 5388.2390
24929 56365 5388.6680
96638 75955 5388.7450
51779 47684 5388.8360
119159 118262 5388.9060
89773 80374 5389.0690
13364 105650 5389.3250
93863 61317 5389.7140
7382 18927 5390.2360
10906 12194 5390.5720
125547 50998 5390.6010
17787 113426 5390.8420
55801 14134 5390.9120
72243 51063 5391.1580
49193 112148 5392.3400
83701 79482 5392.4020
86291 44022 5392.4670
30543 32698 5393.1760
123891 53118 5393.3880
38478 99408 5393.4840
83040 40757 5393.5630
25971 42775 5393.6690
63899 122101 5393.6910
129188 120124 5394.1180
113568 5171 5394.3600
128601 42043 5395.6850
95081 95124 5395.9240
85990 71329 5396.3160
127533 41913 5396.4390
115865 119440 5397.0110
87282 15264 5397.3240
102984 90859 5397.5980
12910 115697 5397.6220
108009 30975 5398.1600
82614 127825 5398.1980
40145 65006 5398.6210
69454 116869 5398.7280
79261 107811 5398.8550
21906 116021 5399.1300
16402 53379 5399.4000
70376 86853 5399.7650
122209 104662 5399.8440
19998 42745 5399.8690
78982 86414 5400.1050
67160 56694 5400.8390
104806 68763 5401.2440
75821 97469 5401.4350
52870 119587 5401.4780
60189 103474 5402.3850
74151 107872 5402.9180
104805 112542 5404.0970
97825 31918 5404.1190
32120 118262 5404.4530
69210 12578 5404.4820
19546 98469 5404.4900
55594 37283 5404.7830
108652 98112 5404.8800
25175 124337 5405.1640
50455 93254 5405.2140
5168 40717 5405.6870
55988 47807 5405.8170
37037 98667 5406.1320
3817 83848 5406.3270
4391 25896 5406.3480
125547 32365 5407.3720
53791 91896 5408.0750
31748 75103 5408.1610
1288 125070 5408.4940
80831 112077 5409.0850
117164 41389 5409.4360
118404 73377 5409.5940
49645 115953 5409.6230
71636 119285 5409.8440
3768 27176 5409.8780
30526 6927 5410.1640
37234 22470 5410.3180
